MAKE,MODEL,COLOR,YEAR,ODOMETER,STATE,SELLER,UNITS_SOLD,TOTAL_REVENUE,AVG_PRICE
Toyota,Sienna,white,2013,31483,tn,trousdale county motors,1,26600,26600
BMW,X5,beige,2011,39520,nc,medlin buick gmc mazda,1,30000,30000
Ford,Transit Connect,white,2011,67363,oh,suzuki of newmarket,1,9600,9600
Chevrolet,Cruze,red,2011,68230,ma,premier nissan of newport,1,8500,8500
Dodge,Stratus,red,2005,62163,fl,westlake financial services,1,1500,1500
Hyundai,Elantra,blue,2012,36103,oh,hyundai motor finance,1,12500,12500
Ford,E-Series Wagon,white,2010,208139,ma,imperial ford corporation,1,7500,7500
Ford,Edge,blue,2008,104694,ma,imperial ford corporation,1,8400,8400
Pontiac,G6,gray,2006,91989,pa,bergeys ford inc,1,5400,5400
BMW,3 Series,gray,2005,136536,fl,autonation toyota scion weston,1,4100,4100
Chevrolet,Camaro,red,2014,15011,ga,superior motors,1,21600,21600
Mercedes-Benz,C-Class,white,2012,20646,ga,mercedes-benz financial services,1,19500,19500
Chevrolet,Cruze,blue,2014,31307,az,avis corporation,1,13300,13300
Volkswagen,Touareg,silver,2012,61245,ca,house of hondaz,1,23600,23600
Ford,Ranger,white,2010,52076,fl,donlen exchange services inc,1,7500,7500
Honda,CR-V,gray,2010,117354,pa,mcmahon leasing/mcmahon motors,1,10200,10200
Hyundai,Elantra,Ã¢â‚¬â€,2010,51683,tn,gary mathews motors  inc.,1,7500,7500
Ford,Explorer,brown,2006,146263,nv,veros credit,1,3300,3300
Acura,TL,black,2004,106879,ca,beverly hills marketing,1,8400,8400
BMW,3 Series,black,2004,140177,ca,tdaf remarketing,1,5600,5600
Chevrolet,Cruze,blue,2013,11140,pa,gm financial leasing,1,8400,8400
Chevrolet,Impala,white,2013,62910,fl,tdaf remarketing,1,11800,11800
Ford,Fusion,black,2012,27323,ga,associated credit union,1,13200,13200
Ford,Focus,white,2011,29073,oh,mike albert limited,1,10200,10200
Chevrolet,Camaro,black,2010,66539,ca,91 automotive west,1,20100,20100
Chevrolet,Corvette,blue,2008,28502,tx,music city autoplex llc,1,41000,41000
Suzuki,XL7,silver,2009,59866,pa,credit acceptance corp/vrs/southfield,1,7200,7200
Toyota,Camry,beige,2006,94233,va,rosner motors inc,1,6900,6900
,,black,2004,56532,pa,american resources financial llc,1,15300,15300
Chrysler,Town and Country,blue,2003,140033,pa,credit acceptance corp/vrs/southfield,1,850,850
Ford,Edge,white,2014,20719,pa,avis budget group,1,25500,25500
Jeep,Compass,black,2014,22186,nc,chrysler capital,1,8900,8900
Toyota,Corolla,black,2012,53520,nv,the hertz corporation,1,10000,10000
Cadillac,Escalade,black,2007,89958,pa,autolenders liquidation center,1,20100,20100
Chevrolet,Traverse,white,2014,14083,pa,gm/enterprise vehicle exchange,1,26500,26500
Chrysler,Town and Country,gray,2014,8400,pa,enterprise holdings/gdp,1,20900,20900
Acura,TL,red,2005,90889,fl,gettel acura,1,7100,7100
Volvo,XC90,gray,2005,183482,pa,adcock brothers inc,1,3300,3300
GMC,Yukon XL,white,2000,91841,nv,sti remarketing,1,6200,6200
Ram,1500,silver,2014,11599,tx,exeter finance corp,1,18200,18200
Ford,Escape,gray,2013,12115,oh,ford motor credit company llc,1,21400,21400
Kia,Optima,silver,2013,16030,nv,unique autos,1,16700,16700
Lexus,CT 200h,silver,2011,16553,fl,lexus financial services,1,19500,19500
Nissan,Altima,white,2011,12342,fl,nissan-infiniti lt,1,11200,11200
Nissan,Sentra,Ã¢â‚¬â€,2011,56497,fl,nissan motor acceptance corporation,1,7600,7600
Toyota,Corolla,white,2011,21137,fl,world omni financial corporation,1,11800,11800
Mazda,Mazda6,black,2010,89773,nc,fleet lease remarketing,1,7100,7100
Jeep,Liberty,black,2007,138711,tx,wells fargo dealer services,1,4000,4000
Ford,Escape,gray,2012,81402,il,ford motor credit company llc,1,11900,11900
Nissan,Altima,white,2015,16247,sc,enterprise vehicle exchange / tra / rental / tulsa,1,13200,13200
Chevrolet,Avalanche,white,2004,221059,on,leggat chevrolet cadillac buick gmc ltd,1,6300,6300
chrysler,pacifica,blue,2004,98836,ne,galaxy motors,1,4700,4700
dodge,stratus,black,2004,116659,az,jars capital llc,1,2450,2450
Dodge,Durango,black,2004,134143,ut,ken garff chevrolet,1,2750,2750
Ford,Explorer,beige,2004,122050,il,nextgear capital,1,2400,2400
ford,expedit,black,2004,161897,nv,jim marsh mitsubishi suzuki kia,1,2900,2900
Ford,Explorer,white,2004,109345,nv,checkpoint auto sales,1,2900,2900
Ford,F-150,gray,2004,101628,wa,northwest motorsport,1,9000,9000
Jeep,Patriot,white,2014,28799,fl,enterprise veh exchange/rental,1,13000,13000
Mercedes-Benz,E-Class,gray,2005,95645,fl,lauderdale infiniti,1,7400,7400
Toyota,Corolla,blue,2005,115929,il,grossinger city toyota,1,4100,4100
GMC,Envoy,white,2004,1,fl,classic auto brokers inc,1,4400,4400
GMC,Envoy XUV,silver,2004,127584,az,quality acceptance,1,2000,2000
GMC,Yukon,red,2004,182102,ga,pra receivables management llc,1,3900,3900
Honda,Accord,gray,2004,153276,tx,autonation honda lewisville,1,3500,3500
Honda,Civic,black,2004,106184,ny,della honda of glens falls,1,3800,3800
Jaguar,XJ-Series,gray,2004,117653,az,trans pacific leasing llc,1,2800,2800
Mercedes-Benz,E-Class,gray,2004,159211,il,fletcher jones automotive ent,1,4000,4000
Mazda,Mazda6,red,2004,167442,tx,automotive remarketing inc,1,1000,1000
Mercedes-Benz,S-Class,silver,2004,120623,il,rock chevrolet,1,5100,5100
Nissan,Quest,white,2004,167441,fl,daytona toyota,1,1900,1900
Nissan,Armada,white,2004,216854,tn,speedway motors inc,1,4500,4500
Nissan,Sentra,beige,2004,83921,pa,tdaf remarketing,1,3500,3500
Porsche,Cayenne,white,2004,212802,fl,earl stewart toyota of north palm beach,1,6000,6000
Pontiac,Grand Prix,gray,2004,119569,il,grossinger honda,1,2700,2700
Saturn,ION,red,2004,156989,mn,cash 4 clunkers llc,1,1300,1300
subaru,forester,silver,2004,146425,va,carex inc,1,4500,4500
Chevrolet,Silverado 2500HD,white,2003,108090,mn,oneok partners,1,4750,4750
Cadillac,Escalade,white,2003,144103,la,don's wholesale llc,1,1300,1300
Cadillac,DeVille,beige,2003,100191,pa,criswell nissan,1,1400,1400
Chevrolet,Silverado 1500HD,white,2003,86216,ca,remarketing by ge/monterey credit union,1,7700,7700
Cadillac,CTS,beige,2003,167333,il,headman auto group inc,1,1400,1400
Chevrolet,Impala,green,2003,157997,fl,palm coast ford,1,1500,1500
Ford,Excursion,white,2003,291932,fl,global auto group inc,1,5200,5200
Ford,Expedition,blue,2003,150269,fl,innovate loan servicing corp,1,2000,2000
Ford,Explorer,gray,2003,135588,ny,diamante auto sales,1,1400,1400
,,blue,2003,159303,ma,boch toyota/scion south,1,800,800
Honda,Accord,gold,2003,116765,va,rosner motors inc,1,4000,4000
Mazda,Mazda6,white,2003,165399,nc,crown honda greensboro,1,2800,2800
Lexus,ES 300,black,2003,147921,ga,wiley auto solutions llc,1,4900,4900
Lexus,LS 430,silver,2003,116597,tx,lewisville mitsubishi,1,8000,8000
MINI,Cooper,silver,2003,88399,nj,burns kull inc,1,2100,2100
Mercury,Mountaineer,black,2003,164780,va,dt inventory,1,1300,1300
mercedes,s55,blue,2003,85401,pa,1 cochran of monroeville,1,12400,12400
Pontiac,Bonneville,white,2003,184912,ut,jd byrider,1,700,700
Subaru,Legacy,blue,2003,210485,mn,luxury imports auto sales inc,1,900,900
Subaru,Legacy,silver,2003,153444,ga,nalley bmw,1,2800,2800
Volkswagen,Passat,blue,2003,150450,il,renew wholesale auto sales inc,1,2150,2150
Volkswagen,Jetta,gray,2003,187765,sc,car financial services inc,1,350,350
Volkswagen,Passat,blue,2003,71001,az,right toyota,1,2800,2800
Kia,Soul,brown,2014,2571,wa,kia motors finance,1,12900,12900
,,black,2014,52629,on,aviscar inc ator,1,13900,13900
Kia,Sportage,brown,2014,18827,wi,kia motors america  inc,1,15900,15900
Buick,LeSabre,silver,2002,117416,il,new rogers pontiac inc,1,1600,1600
Dodge,Durango,silver,2002,156271,va,orbit leasing inc.,1,500,500
Ford,Ranger,white,2002,148051,wa,nextgear capital,1,800,800
Ford,F-250 Super Duty,white,2002,292575,tx,ken camp's auto world inc,1,5400,5400
Lexus,RX 300,white,2002,61853,fl,coconut creek auto mall,1,8100,8100
Jeep,Grand Cherokee,black,2002,142956,la,don's wholesale llc,1,500,500
Mercedes-Benz,M-Class,burgundy,2002,101539,il,fletcher jones automotive ent,1,4000,4000
Chrysler,300,gray,2005,116902,co,jpmorgan chase bank n.a.,1,7200,7200
Jeep,Liberty,blue,2005,122039,fl,newport acceptance corp,1,2600,2600
Lincoln,Navigator,gold,2005,49144,ny,ford-lincoln dealer program,1,10500,10500
Dodge,Journey,blue,2014,24740,mn,hertz corporation/gdp,1,17000,17000
Dodge,Grand Caravan,blue,2014,29810,va,hertz corporation/gdp,1,17100,17100
Jeep,Liberty,blue,2004,115007,ca,lease remarketing services inc,1,3800,3800
Pontiac,Grand Prix,black,2004,143279,va,mazda and volkswagon of fredericksburg,1,2400,2400
Ford,Taurus,white,1995,97627,fl,vietnam veterans of america,1,400,400
Ford,Fusion,gray,2014,36300,ga,ars/avis budget group,1,14300,14300
Jeep,Wrangler,black,2014,15419,on,chrysler canada inc,1,30800,30800
Ram,1500,brown,2014,13267,tx,stanley chrysler dodge jeep brownwood,1,22000,22000
Ford,Fusion,black,2013,13660,ga,ford motor credit company llc pd,1,14600,14600
Hyundai,Accent,brown,2013,52808,az,avis corporation,1,9700,9700
BMW,X6,white,2012,18077,nj,financial services remarketing (lease),1,47000,47000
Dodge,Avenger,silver,2012,52003,il,chrysler capital,1,8600,8600
Hyundai,Elantra,gray,2012,51376,fl,hyundai motor finance,1,11700,11700
Mazda,Mazda3,white,2012,46211,nj,jpmorgan chase bank n.a.,1,9500,9500
Mercedes-Benz,C-Class,black,2012,41093,wi,mercedes-benz financial services,1,20250,20250
,,white,2012,64966,ca,dtg operations inc,1,8200,8200
Volvo,XC60,gray,2012,40349,pa,adcock brothers inc,1,25750,25750
Mercedes-Benz,M-Class,Ã¢â‚¬â€,2011,39935,wi,mercedes-benz financial services,1,27000,27000
Mazda,Mazda3,gray,2011,49046,nj,jpmorgan chase bank n.a.,1,10400,10400
Mercedes-Benz,M-Class,gray,2011,41682,wi,mercedes-benz financial services,1,26000,26000
Chevrolet,Cobalt,green,2010,82182,tx,gm financial,1,3700,3700
Kia,Soul,black,2010,84824,nc,primeritus remarketing / chesterfield impor,1,6100,6100
Nissan,Sentra,black,2010,93935,va,jpmorgan chase bank n.a.,1,6200,6200
Ford,Edge,black,2008,78620,pa,west street motors llc,1,11200,11200
Toyota,Yaris,red,2008,89541,fl,jpmorgan chase bank n.a.,1,4800,4800
Chevrolet,Impala,black,2006,102262,va,fiserv,1,3500,3500
Dodge,Ram Pickup 3500,white,2006,88557,az,arrowhead auto sales,1,28500,28500
Volkswagen,New Beetle,green,2006,97744,az,larry h miller toyota peoria,1,4800,4800
Ford,Mustang,black,2004,139001,nc,primeritus remarketing / chesterfield impor,1,2400,2400
,,silver,1994,137648,pa,purple heart,1,325,325
Jeep,Compass,gray,2014,42486,co,avis corporation,1,15000,15000
Chrysler,200,blue,2013,56023,ma,dtg operations inc,1,9300,9300
GMC,Yukon,black,2013,30246,fl,audi pembroke pines,1,38800,38800
Hyundai,Elantra,gray,2013,20460,fl,hyundai motor finance,1,12500,12500
Honda,Civic,silver,2012,26351,nj,ahfc/honda lease trust/hvt  inc. eot,1,11200,11200
Mercedes-Benz,S-Class,Ã¢â‚¬â€,2012,24326,nj,mercedes-benz financial services,1,47500,47500
Toyota,Yaris,blue,2010,76643,fl,capital one auto finance,1,6500,6500
Toyota,Sienna,white,2008,176378,pa,peruzzi toyota,1,3900,3900
Lexus,GS 350,black,2013,31230,fl,lexus financial services,1,35400,35400
Nissan,Altima,Ã¢â‚¬â€,2013,44366,nj,nissan-infiniti lt,1,12000,12000
BMW,X1,beige,2015,8135,nj,bmw north america greer,1,32750,32750
Chevrolet,Cruze,white,2014,19716,fl,gm remarketing,1,12800,12800
Nissan,Altima,blue,2012,45090,il,nissan-infiniti lt,1,11400,11400
Scion,tC,gray,2012,43177,fl,world omni financial corporation,1,13500,13500
Infiniti,G Sedan,white,2011,40343,mo,sullivan auto group llc,1,17800,17800
Ford,Explorer,red,2007,110895,tx,santander consumer,1,6200,6200
Toyota,Corolla,gold,1998,151185,ca,san diego volvo,1,1400,1400
Ford,F-150,red,2014,12493,tn,ford-lincoln dealer program,1,37900,37900
Ford,Escape,white,2013,70026,fl,ge fleet services for itself/servicer,1,14000,14000
Ford,Focus,white,2013,36005,tn,ford motor credit company llc,1,10700,10700
BMW,4 Series,Ã¢â‚¬â€,2014,3279,nj,bmw na manheim new jersey,1,40500,40500
Lexus,RX 350,black,2013,21444,fl,jm lexus,1,34000,34000
Ford,Taurus,Ã¢â‚¬â€,2011,83151,fl,wheels exchange llc,1,10900,10900
Audi,A4,blue,2007,143343,nc,primeritus remarketing/atlas,1,5200,5200
Ford,Explorer,black,2004,135097,pa,jpmorgan chase bank n.a.,1,2200,2200
Kia,Soul,gray,2014,15688,wi,kia motors america  inc,1,13800,13800
Mercedes-Benz,GLK-Class,Ã¢â‚¬â€,2013,20030,fl,mercedes-benz financial services,1,31000,31000
Chevrolet,Silverado 1500,red,2012,50879,fl,onesource/arlington toyota inc,1,23600,23600
Chevrolet,Malibu,gold,2012,25958,ny,wheels r us inc,1,9700,9700
Chevrolet,Volt,black,2012,84918,wa,ge fleet services for itself/servicer,1,10200,10200
Honda,CR-V,blue,2012,32972,pa,ahfc/honda lease trust/hvt  inc. eot,1,18500,18500
Volkswagen,CC,gray,2012,33169,pa,vw credit  inc/pilot,1,12700,12700
Ford,F-150,white,2011,87976,fl,ford motor credit company llc,1,21100,21100
Toyota,Corolla,red,2009,151148,ga,wells fargo dealer services,1,5200,5200
Chevrolet,Monte Carlo,white,2007,124636,ca,tradewinds remarketing,1,1500,1500
Chrysler,Town and Country,gold,2014,21705,mi,hertz corporation/gdp,1,19400,19400
BMW,3 Series,silver,2014,11162,tx,music city autoplex llc,1,31500,31500
Dodge,Grand Caravan,red,2014,34899,fl,avis corporation,1,16400,16400
Dodge,Ram Pickup 1500,red,2001,168135,tx,capital auto auction,1,600,600
Toyota,Corolla,black,2005,102134,ga,rick hendrick toyota scion sandy springs,1,5200,5200
Ford,Thunderbird,black,2004,92056,fl,s friedman enterprises inc,1,10300,10300
GMC,Yukon,black,2002,120572,fl,nicholas financial inc/clearwater,1,4700,4700
Volvo,S80,black,2000,193917,ma,boch honda west,1,850,850
Ford,Edge,red,2014,17145,tn,ford-lincoln dealer program,1,29500,29500
GMC,Terrain,gray,2014,30601,tx,avis corporation,1,22000,22000
Cadillac,DTS,beige,2007,89741,nj,lester glenn buick,1,7400,7400
Chevrolet,Silverado 1500,black,2004,134795,tx,hopper motorplex inc,1,6000,6000
Chevrolet,Equinox,black,2013,127159,ga,billy lawrence leasing,1,10300,10300
Chevrolet,Volt,silver,2013,37908,nc,ge fleet services for itself/servicer,1,14200,14200
Dodge,Avenger,silver,2013,53482,nj,the hertz corporation,1,8900,8900
Ford,Mustang,white,2013,59672,fl,dtg operations inc,1,14300,14300
Mazda,CX-5,white,2013,60516,nj,the hertz corporation,1,14200,14200
Chevrolet,Impala,white,2014,23308,il,gm remarketing,1,18200,18200
Ford,Fusion Hybrid,Ã¢â‚¬â€,2014,30044,mn,avis budget group,1,20500,20500
Nissan,Altima,black,2012,37557,nj,nissan-infiniti lt,1,11100,11100
Toyota,Yaris,black,2012,59260,fl,j c auto world inc,1,9000,9000
Ford,Fusion,silver,2009,37325,nj,hamilton honda,1,8000,8000
Mercedes-Benz,S-Class,blue,2001,132009,pa,r hollenshead auto sales inc,1,2400,2400
Toyota,Camry,gray,2000,182564,nv,automotive remarketing inc,1,950,950
Toyota,Camry,silver,2014,16493,fl,toyota motor sales usa inc/program,1,15400,15400
Ford,Focus,silver,2013,20153,mo,ford motor credit company llc,1,10500,10500
Mercedes-Benz,E-Class,gray,2013,22304,tn,mercedes-benz financial services,1,29250,29250
Nissan,Altima,black,2013,19661,mo,nissan-infiniti lt,1,15100,15100
Kia,Optima,white,2012,33968,pa,alans autos,1,17600,17600
Kia,Sorento,black,2012,51276,wi,capital one auto finance,1,12100,12100
Mercedes-Benz,E-Class,Ã¢â‚¬â€,2012,16544,fl,mercedes-benz financial services,1,30400,30400
Honda,Insight,silver,2010,104038,fl,suntrust bank,1,4600,4600
Chevrolet,Silverado 2500HD,white,2008,138283,sc,rick hendrick chevrolet,1,8000,8000
Ford,F-350 Super Duty,white,2006,229963,tx,tdaf remarketing,1,7300,7300
Chevrolet,Cruze,gray,2013,30507,va,gm financial,1,10600,10600
Chevrolet,Equinox,silver,2012,74804,tn,hutch chevrolet buick gmc inc,1,14000,14000
Dodge,Grand Caravan,silver,2012,118091,oh,lease plan usa,1,7000,7000
Infiniti,EX,blue,2012,28208,il,nissan infiniti lt,1,23000,23000
Nissan,Altima,white,2012,19163,pa,nissan-infiniti lt,1,13700,13700
Dodge,Nitro,Ã¢â‚¬â€,2011,26455,tn,santander consumer,1,16000,16000
Dodge,Grand Caravan,white,2011,73711,pr,ari,1,9300,9300
Hyundai,Elantra,green,2010,116841,ca,santander consumer,1,3200,3200
Honda,Odyssey,silver,2007,118362,fl,coggin honda of ft pierce,1,5200,5200
Kia,Spectra,red,2006,124813,fl,credit acceptance corp/vrs/southfield,1,1200,1200
Nissan,Xterra,gray,2006,132709,mo,dt credit corporation,1,5100,5100
GMC,Sierra 1500,beige,2003,155822,ma,imperial chevrolet,1,3800,3800
Kia,Sorento,red,2015,7474,tx,kia motors america  inc,1,21500,21500
Chrysler,300,gray,2013,57635,ga,wells fargo dealer services,1,16100,16100
Chevrolet,Silverado 1500,gray,2008,83305,tx,santander consumer,1,11300,11300
Chevrolet,Traverse,blue,2012,59049,va,lease plan usa,1,13000,13000
Toyota,Camry,silver,2011,86195,ga,georgia's own credit union,1,9400,9400
Cadillac,DeVille,gray,2005,112661,in,coastal credit llc / macedonia / macedonia,1,800,800
Ford,Escape,silver,2013,14650,il,ford motor credit company llc,1,20300,20300
Ford,Fusion,red,2013,23864,il,ford motor credit company llc,1,19100,19100
Kia,Sportage,black,2013,22054,fl,regional acceptance corporation / greenville,1,14100,14100
Volvo,S60,black,2013,41217,mi,avis corporation,1,16700,16700
Chevrolet,Silverado 1500,white,2014,24892,tx,express car & truck rental,1,29500,29500
Ford,Transit Connect,white,2010,122918,tx,ge fleet services for itself/servicer,1,8900,8900
,,white,2009,232034,tx,ge fleet services for itself/servicer,1,7400,7400
Chrysler,Sebring,silver,2008,98804,nc,audi northlake,1,4100,4100
Nissan,Rogue,red,2008,93240,ca,ideal transportation,1,9750,9750
Chrysler,300,silver,2006,70356,va,jm & lf inc,1,7600,7600
Chevrolet,Cobalt,red,2005,118736,mo,westlake auto,1,1500,1500
Chrysler,Town and Country,gray,2014,28794,fl,lee dodge,1,18800,18800
Ford,Mustang,black,2004,122306,nj,j & s auto haus,1,3150,3150
Subaru,Outback,green,2001,161856,wa,subaru of spokane,1,2300,2300
Kia,Soul,silver,2014,28415,ca,enterprise vehicle exchange / tra / rental / tulsa,1,10900,10900
Honda,Accord,silver,2012,16480,il,ahfc/honda lease trust/hvt  inc. eot,1,14300,14300
Lexus,RX 350,black,2012,48297,tn,lexus financial services,1,25100,25100
,,black,2000,76706,mo,arizona auto sales inc,1,6700,6700
Ford,Expedition,black,2011,43332,ca,ford motor credit company llc pd,1,24000,24000
Volkswagen,Jetta,gold,2014,30529,tn,avis corporation,1,11800,11800
Ford,C-Max Hybrid,silver,2013,79671,ny,ford motor credit company llc,1,6400,6400
Ford,Edge,blue,2013,51250,mi,the hertz corporation,1,20101,20101
Ford,Fusion,Ã¢â‚¬â€,2012,52540,ms,ford motor credit company llc,1,10900,10900
Mazda,Mazda6,red,2012,26631,mi,jpmorgan chase bank n.a.,1,10400,10400
Ford,E-Series Van,white,2014,14364,pa,u-haul,1,18800,18800
Chevrolet,HHR,gray,2011,80864,fl,universal motors of miami inc,1,6900,6900
Chrysler,Town and Country,Ã¢â‚¬â€,2014,39053,fl,avis corporation,1,17300,17300
Kia,Forte,red,2014,10662,ga,santander consumer,1,15900,15900
Nissan,Altima,white,2012,32034,fl,nissan-infiniti lt,1,10400,10400
Nissan,Rogue,black,2012,46132,fl,nissan-infiniti lt,1,12200,12200
Chevrolet,Silverado 1500,gold,2014,95,mi,automobiles paille inc,1,39000,39000
Dodge,Charger,blue,2009,100985,ga,pra recievables management llc,1,3600,3600
Nissan,Juke,blue,2011,63077,nv,exclusive cars inc,1,11750,11750
Dodge,Caliber,silver,2008,109350,tx,dt credit corporation,1,3200,3200
Toyota,Camry,gray,2002,97593,fl,hendrick honda bradenton,1,2300,2300
Honda,CR-V,beige,2013,44645,nj,ahfc/honda lease trust/hvt  inc. eot,1,17400,17400
